comment,label
جنس پنکه بسیار مقاوم بود و قدرت بادی بسیار خوبی داشت,0
واقعا نسبت به قیمتش راضیتون میکنه، با کیفیت و کم صداس,2
در حد انتظار بود,2
عالیه، شکی در خریدش نیست,2
عالی و قشنگ کاش یه دسته برای برداشتن داشت باد خیلی خوبی میده ممنون از شرکت سازنده ودیجی کالا,2
بسیار عالی و کم صدا,2
اصلا تو عمرم چیز به این خوبه ندیدم من تو روز حداقل ۱۷ ساعت استفاده می‌کنم الان بعد یک سال یه اخ هم نگفته عالیه حتما بخرین ولی این محصول دو سایز متوسط و بزرگ دیگه هم داره به اینم توجه کنین فضاتون چقدره و پنکه متناسب با اون فضا رو بخرین,2
برای روی میز استفاده می‌کنم. وسیله بدرد بخوریه,2
مناسب و کار راه‌انداز,2
با کیفیت از هر نظر,2
برای محیط کوچک مناسبه درکل بدنیست ارزش خریدداره,2
پنکه خوبیه. ولی چهار روز دیرتر از موعد تحویل بدستم رسید. پشت پنکه هم یه شکستگی داره دیگه مرجوع نکردم چون باز دو هفته باید صبر کنم,2
عالیی ولی مراقب باشید زمین نخوره که بعدن صدا میده,2
کیفیت و قدرت خوبی داره، سرعتش جابجاست …قیمت بالا,1
برای محیط کوچک بسیار خوب و مناسبه صدا کم‌مصرف کم,2
خوب به نسبت قیمت. سبکه و پرتاب باد خوبی داره. فقط روی سطح میز لیز می‌خوره و تو مدت زمان طولانی جابجا می‌شه.,2
برای مکان‌های بسته و کوچک (نهایتا ۱۵ متری) خیلی خوبه سه درجه داره که در شدت کمش باد خیلی ملایمی میده و زیاد شدت نداره و بیشتر برای عوض شدن هوا و وزش مستقیم مناسب توی شدت زیادش هم تقریبا ۴ متر پرتاب باد داره و سر و صدای زیادی هم ازش در نمیاد به طوری که آزار دهنده باشه صداش طوری هست که تو صدای محیط غرق میشه فقط کلید هاش برعکس یعنی شدت کم درجه سه و شدت زیادش روی درجه یک تنظیم‌شده,2
ایکاش دکمه از کم به زیاد بود که سازنده براحتی می‌تونه این کارو بکنه,2
واقعا راضی بودم خیلی کم جا و شیکه,2
خیلی کاربردیه، حتما بگیرین,2
یه تابستون جواب داد عالی,2
کارآمد و کمک‌کننده.,2
اصلا ارزش خرید نداره,0
خوب و کاربردی (۳ ماه استفاده),2
با این قیمت خوبه ولی جنسی که داره به نظر خوب نمیرسه و طراحی ارزونی داره,2
پنکه خوبیه فقط ایرادش اینه که دور تند و کند جاش عوض شده. خیلی راحت میشه درستش کنید. اگه با برق آشنایی دارید ضمن احتیاط و مواظبت پیچهای پنکه رو باز کنید. اون قسمت کلید یه سیم مشکی هست یک سیم سفید. این دو سیم باید جاشون عوض بشه. اینکارو بکنید ترتیب سرعت پنکه درست میشه. عکسشو می‌زارم. فقط خواهشن اگر فنی هستید اینکارو بکنید برق نگیرتتون.,2
به نظر خیلی کار راه‌انداز بود صرفا صداش زیاد بود,2
کیفیت خوبی داره، قیمت محصول بالاست.,2
خیلی خوب بود,2
بسیار مفید و کاربردی با دوام بالا,2
پنکه خوبیه ولی چون شکستگی داشت مرجوع کردم,1
بهترین هستش در این رنج و رو میزی‌ها خیلی بزرگه قدرت داره برای میز عالیه,2
من چندین بار از این محصول استفاده کردم و راضی هستم ,2
خیلی خوب و کاربردی بود,2
از همه نظر عالیه,2
سلطان بادها ….,2
از خربدی که کردم بسیارراضیم هم با کیفیت و هم خوب خنک می‌کند,2
چند ماه است استفاده می‌کنم خوب بود راضی بودم,2
به نظرم این پنکه کوچیک که جای زیادی نمیگیره برای هر خونه‌ای یا دفتر کار لازمه,2
در کل کالای خوب و بصرفه‌ای هست برای میز کار و یک نفر عالی,2
خوب بود من اولین خریدم رو کردم,2
خیلی خوبه دوتا سفارش دادم عالی,2
پنکه خوبیه انگار همون فن دسشویی هستش برعکسش کردن ولی فنه پنکه نیس,2
کیفیت خوب …,2
کوچولو وجمع وجور برای یک نفر عالیه,2
خیلی گنده و بد سایز بود زیاد مناسب میز کار اداری نیست کیفیت ساخت بالایی هم نداره منتظر یه چیز شکیل نباشید,1
کیفیت ساخت خوبی دارد و به عنوان پنکه رومیزی بسیار خوب است,2
با کیفیت و کار راه‌انداز,2
خیلی خوبه و قابل‌حمل ونقل من این پنکه رو برای مطبق م گرفتم چون جای کمی رو میگیره,2
خیلی خوبه راضیم ازش. بادش خیلی خوبه. به قیمتش میارزه.,2
با توجه به قیمت وقدرتش پرتاب باد خوبی داره,2
از خریدم راضیم,2
خیلی عالیه و قیمت مناسبی هم داره,2
کاملا راضی هستم. از همه نظر,2
سلام دوستان بعنوان کسی که ۳ سال هست دارم ازش واقعا چیزه کارآمدی هست واقعا عالی هست,2
اولن که درب کارتنش پاره بود و مشخص بود یکبار باز شده بعدشم کلیداش برعکسه از دور تند شروع میشه به دور کند بجای ۱۲۳، ۳۲۱ هست,0
خیلی راضی کیفیت زندگیتون رو در گرما بالا میبره:),2
راضی از خرید,2
ممنونم اززحمات تموم عزیزان,2
در یک‌کلام عالی. بادهی خوب، بی‌صدا و کم جا.,2
خوب و در حالت یک قوی هست و دو حالت بعدی متوسط، در کل عالیه,2
خوبه فقط عجیبه درجه هاش از زیاد به کمه,2
خوبه. صدا نمی‌ده. ولی هوادهی‌اش زیاد نیست,2
در فصل گرم خوبه و قدرت خنک کنندگی خوبی داره,2
عالیه پیشنهاد می‌کنم,2
با توجه به استفاده زیاد، تابحال بخوبی کار کرده که نشان از دوام و کیفیت بالای ساخت دارد. امیدوارم روزی کالاهای ایرانی جای کالاهای کره‌ای، چینی و حتی ژاپنی را در بازارهای ایران و جهان بگیرند …,2
عالی و بسیار پرکاربرد,2
من مدل بزرگش سفارش دادم واقعا عالی هست یک ضربه گیرم زیرش نصب کردم (فوم.. ابر …کلا یک چیز نرم زیر پایش نصب کنید مقداری صدا کمتر میشه) خلاصه مدل کوچکش گرفتم بزرگه تنها نقطه‌ضعف صدا زیاد حالت دور تندش هست این کوچکه صدا کم قدرت مناسب درکل خوبه,2
سلام جنس خوبیه فقط زیر پایه‌های پنکه لرزه گیر نداره یکم لرزش داره,2
نسبت به رقبای خودش هم قیمتش خیلی مناسب بود هم عملکرد خوبی داره طی این چند هفته که ازش استفاده کردم واقعا راضی‌ام.,2
اگه سالم باشه باد مناسب داره,1
برای میز کار مناسبه,2
خیلی کاربردی و با ظاهر متفاوت,2
سبک و بادش هم رو ۲ خوبه. بد نیس,2
خیلی خوب و کاربردی,2
واسه چرخش هوا تو محیط کار و حتی خونه خیلی خوبه,2
خوبه نسبت به قیمت کارایی بالایی داره,2
روزای گرم و بی کولری می‌طلبه,1
خیلی خیلی عالیه من که عاشقش شدم حتی کل خانواده هم دوسش داشتند من به فامیل نشون دادم همه گفتند چقدر خوبه من از دیجی کالا بابت این کالای خوب متشکر و ممنونم,2
کالا به دستم رسید زمان خارج کردن از کارتن متوجه شکسته بودن قسمتی از بدنه شدم که مرجوعی ثبت کردم ولی متاسفانه در زمان مقرر مراجعه نشد و مجددا مجبور به تماس و هماهنگی شدم,0
عالی و خوب و بی‌صدا,2
فقط بخرش عالیه,2
کاملا کار راه‌انداز و مناسب برای میز کار است.,2
مثل همیشه محصولات همدم را بدون شک میشه سفارش داد.,2
کوچک و جمع و جور با پرتاب باد عالی,2
واقعا عالی عالی از شب تا صبح روشن می‌کنم تو اتاق اصلا هم داغ نمیکنه,2
خوب و عالی,2
برای میز کار گرفتم کار راه اندازه و جاگیرم نیست,2
پرتاب باد خوبی داره. سیمش نسبتا بلند هستش. اندازه رو توی عکس فرستادم. بزرگ نیست و برای روی میز خیلی خوبه. تنها مشکلی که باهاش دارم اینه که اولین حالتش تند هستش و بعد کند,2
پنکه بدی نیست. ولی خیلی انتظار زیادی ازش نداشته باشین. اندازه‌اش خیلی کوچیکه و برای یه اتاق خیلی کوچیک بد نیست,1
عالیه برای روی میز کار کوچک و راحت,2
عالی عالی همون چیزی که می‌خواستم,2
جنس خوب و قیمت مناسب و کیفیت عالی داشت توصیه می‌کنم خرید کنید,2
از خود محصول راضیم همه چیش اوکی بود. اما فقط میتونم بگم بسته بندی افتضاح بود عکساش رو می‌زارم. اولین باره می‌بینم دیجیکالا اینطوری کالا تحویل میده. پنکه رو گذاشتن بین دوتا کارتون که کارتون شوینده هم بوده دورش پلاستیک پیچیدن!!!! باورم نمیشه. این همه هزینه بسته بندی و ارسال بدی اینطوری تحویل بگیری!!!! هنوز بوی اون جعبه شوینده تو خونه هست!,2
فوق‌العاده عالی ممنون از دیجی کالا,2
برای یک نفر خوبه بعضی اوقات صدا میده که با یه ضربه قطع میشه! در کل راضی‌ام قابل حمله,2
من راضیم، کفیت خوبی دارد.,2
نسبت به کارایی خوبه.,2
برای یک سال خوب عمر کرد,2
به نسبت قیمت بدک نیست,2
سایزهای بزرگتر هم داره شخصا اگر زودتر می‌فهمیدم سایز بزرگتر می‌گرفتم.,2
بعد جوری شد که با خودشون تو سرویس بهداشتی هم می‌بردند؛),2
فعلا که خوب بوده,2
برای یک نفر عالیه و من راضی هستم.,2
من خریدم پارسال حرف نداره برا اتاق کوچیک,0
بعد یه مدت روی دور تند به صدا میوفته,2
خیلی خوب بود برا اتاق کوچیک مناسب بود,2
کم صدا وکیفیت خوبی داشت,1
پنکه خوب و در دور ۱ و ۲ نسبتا بی‌صدا هست و در دور ۳ کمی صدا افزایش پیدا میکنه که طبیعیه کلید افزایش دور موتور برعکس هست و از زیاد به کم شروع میشه و با اینکه همه اینو مطرح کردن تولید کننده یه زحمت بخ خودش نمیده اینو برطرف کنه و رضایت مشتری‌ها بیشتر بشه در کل خوبه و راضی هستیم ان‌شاءالله که عمر مفیدش خوب باشه,2
دقیقا مطابق نظرات قبلی بسیار خوب است,2
از همه نظر عالیه,2
با توحه به موتور صنعتی که داره میشه شبانه‌روز روشن باشه. پرتابش هم خوبه,2
برای کسی خریدم. من که خوشم نیومد. نه بادش جالب بود نه کاراییش. اسباب بازیه بیشتر,1
عالی و کم‌مصرف و کم صدا. فقط مشکلی که داره دکمه روشنش از دور تند روشن میشه بعد متوسط بعد کند که به نظرم باید برعکس می‌بود. دومین باری هست که می‌خرم و اینم واسه کادو به پسر دوستم بود که اتاقش کانال کولر نداشت. سپاس از دیجی کالا,2
عالی و کم‌مصرف و کم صدا. فقط مشکلی که داره دکمه روشنش از دور تند روشن میشه بعد متوسط بعد کند که به نظرم باید برعکس می‌بود. دومین باری هست که می‌خرم و اینم واسه کادو به پسر دوستم بود که اتاقش کانال کولر نداشت. سپاس از دیجی کالا,2
یکی از دوستام خریده و راضی هستشه,0
خیلی بادش خوبه,2
دیجی کالا با نحوه ارسال جدیدش آنقدر همه رو نا امید میکنه که حوصله‌ات نمیکشه در مورد محصول صحبت کنی. بسته بندی بی‌نهایت افتضاح. کارتن پاره. بسته بندی با سلفون جالب اینجاست کالای مرجوع شده رو میفرسته زحمت نمی‌کشه آدرس مشتری قبلی رو برداره روی همون دوباره سلفون جدید و آدرس جدید. بعد میگن درصورتی که کالا از پلمپ خارج بشه مرجوع نمیشه آخه مگه کالای رو اکبند تحویل میدی که آکبند مرجوع بشه. واقعا متاسفم.,0
تابستون سال پیش خریدم و مدام استفاده کردم,2
خیلی خوبه بخرید,2
سبک و عالیه,2
خیلی رضایت دارم,2
برای روی میز کار و یا کامپیوتر عالیه سرعت و قدرتش هم خیلی خوبه,2
سبک خوب عالی,2
من با این اوصاف که بدستم رسید به دیگران هم خریدش رو توصیه می‌کنم,2
بد نیست خووبه,1
اونقدر خوب بود ک نگم,2
خوب بود اندازه یه مقدار بزرگه,2
با توجه به نظرات خریدم و واقعا راضی هستم,2
با توجه به نظرات خریدم و واقعا راضی هستم,2
پنکه خوبی هست، قشنگ اتاق‌خواب رو جواب میده.,2
برای یک نفر خوبه، بادش معمولی هست و صداش خیلی کم و اندازش کوچک در کل رو میزی هست نباید بیش از این‌ها انتظار داشت.,1
عالیه … من که راضی بودم,2
ازلحاظ کیفیت خوبه ولی بسته بندیش خیلی مزخرفه,1
خیلی فن خوبیه دوسش دارم,2
من برای محل کارم گرفتم. ابعادش مناسبه و اندازه سیمش خوبه. بادش خوبه صدا روی حالت ۳ نداره، روی حالت ۱ که پر سرعته داره ولی اذیت کننده نیست مگه اینکه تو محیطهایی مثل کتابخونه بخواد استفاده بشه که سکوت محضه. من برای محیط بزرگتر از محدوده میزم استفاده نکردم نمیدونم قدرتش تو فضاهای دیگه چقدره,2
اندازه و باد دهی مناسبی داره,2
اگه روی میز جا داشته باشید کیفیت خوبی داره,2
ازش خوشم میاد امیدوارم حالاحالاها خراب نشه,2
بنده برای کمپ خریدم و راضی‌ام ازش، فقط نکته جالبشه اینه که روی عدد صفر سرعت بالا میره و روی عدد ۳ دستگاه خاموش میشه، واقعا این ایرادات کوچک در سرهم کردن یک کالای ساده خیلی خنده داره و این معنی رو میده که مصرف‌کننده برای ما مهم نیست، سرهم کن برره پولش بیاد,2
۳ درجه داره که درجه تندش معادل با درجه متوسط پنکه‌های رومیزی بزرگتر و با توان بالاتره ولی به درد محل کار یا دم دست میخوره و واقعا کار راه میندازه. فقط امیدوارم دوام بیاره.,1
برا من عالی بود.,2
کار راه بندازه ممنون,2
بادش خوبه. سه سرعت داره که اشتباه تنظیم‌شده. کم جا میگیره و دو شاخه برق داره یو اس بی نداره.,2
واقعا تو این هوای گرم تابستون، وجود یه همچین پنکه رومیزی خیلی کمک میکنه. ما چون کولرمون کم قدرته، در کنارش این پنکه رو هم استفاده می‌کنیم و هوا خیلی خنک‌تر میشه. گاهی هم به جای کولر کلا استفاده می‌کنیم. قدرت خنک کنندگیش حتی رو دور کند هم خوبه. صدای زیادی نداره. فقط نقطه ضعفش، جا بجا بودن درجه‌بندی هستش که دوستان دیگه هم اشاره کردن,2
من که راضی بودم,2
اما نسبت به قیمتش کار راه اندازه,2
برای جای خیلی کوچک,2
عالیه من راضی‌ام,2
خیلی باد خوبی داره. خنک هم هست. بادش داغ نیست.,2
پرتاب باد خوبی داره,2
پایه داره و قابل تنظیم سرعت,2
روی دور کند هوادهی بسیار خوبی داره و صدای کم، ولی مشکلی که داره درجه تنظیم سرعت برعکسه از زیاد شروع میشه و به کم میرسه که نقص تولید چون تو جای دیگه دیدم درست بود,1
خیلی عالیه باد دهی خوبی داره و خوش جنس و خوش قیمت و کم جا هستش,2
راضی بودم به قیمتش خیلی ارزش داره جمع و جور هست,2
خوبه، درست‌کار میکنه,2
اگه قیمتش بالاتر نره، خوبه وگرنه نمیرزه. اتوماتیک هم هست. یعنی اگه داغ بشه، خاموش میشه و تا روشن شدن مجدد یکمی زمان میبره. از صبح تا شب و از شب تا صبح روشن هست ولی داغ نمیکنه. یه روز افتاده بود روی پتو و همینطور کار می‌کرد، داغ شده بود و اتومات خاموش شده بود.,2
خوب کار میکنه,0
با اینکه کوچیکه خوب خنک میکنه,2
بد نیست من نه راضیم نه ناراضی در کل خوبه,2
واقعا خنک و عالی,2
خوب بود راضیم,2
پرتاب بادش عالیه تازه تحویل گرفتم. شانزده روز طول کشید که به دستم برسه، پول پستش هم گرون بود با وجود اینکه عضو دیجی پلاس بودم پست رایگان بهش تعلق نگرفت. جعبه‌اش هم پاره بود. ولی خنک کنندگی و‌پرتاب بادش عالیه,2
ابعادش که عالی بود و ضمانت هم داشت. برای تولد داداشم خریدمش و کادو پیچش کردم و هنوز چون روز تولدش نرسیده ندادمش که بخوام تست کنم میزان بادشو,2
متاسفانه به محض دریافت کار نکرد و بردم بیرون تعمیر کردم و حوصله مرجوع کردن نداشتم و البته دلیل اصلی من حمایت از کالای ایرانی بود ولی واقعا برای خط تولید و مونتاژ متاسفم که دقت نمی‌کنند! شاید شانس من این بود! اما قدرت و زیبایی محصول باعث چشم‌پوشی شد و راضی‌ام,2
به نظرم وخوب وکارراه اندازه صدای فنش خوبه,2
باید بگم که در مجموع پنکه خوبی هست فقط من دو مورد منفی رو لازم میدونم بگم که باعث شد من نمره کامل بهش ندم. اول اینکه دو بخش جلویی و عقبی پایه‌ها کمی اختلاف ارتفاع دارن که وقتی سرعت رو زیاد می‌کنم باعث میشه لق بزنه و صدا بده. دوم هم اینکه من چون یک محافظ برق حساس برای کامپوترم استفاده می‌کنم متوجه شدم که هنگام تغییر سرعت پنکه بر روی خط برق نوسان ایجاد میشه چون درست در همون لحظه باعث قطع محافظ و خاموش شدن کامپیوتر میشه. این مورد ۴ - ۵ دفعه اتفاق افتاد پس اتفاقی نبوده و پنکه از این …,2
چراباید چیزی که سفارش داده میشه تحویل مشتری داده نشه,0
عالی و پر قدرت دو تا گرفتم اصلا هم داغ نمیکنه,2
کیفیت خوبی داره و برای میز کار بهترین گزینه است,2
این چندمین سفارش من از این محصوله تو محل کار استفاده می‌کنم ازش واقعا تو این گرما برای هر کس یه دونه از اینا لازمه سر یه موضوعی این پنکه دو بار از ارتفاع یک متری میز افتاد زمین و آخ نگفت که این رو هم به مزایای این پنکه اضافه کنید بسته بندی تمیز و خوب گارانتی و خدمات پس از فروش عالی یکی دوبار تماس گرفتم با پشتیبانی به موقع رسیدگی کردن ممنون از دیجی,2
یکی از به صرفه‌ترین و با کیفیت‌ترین خریدهاییه که داشتم، خیلی خنک میکنه، آلودگی صوتی هم ایجاد نمیکنه,2
فقط لرزش گیر نداره خودت باید زیرش یه چیز نرم بزاری لرزششو بگیره,2
نصب ب قیمتش ارزش خرید داره,2
کاربردی و خوب است، ساعت‌های طولانی و مداوم کار کرده و مشکلی ندارد. کاش قیمت معقول‌تر بود,2
بسیار خوش‌ساخت و با کیفیت است. محصول داخلی با گارانتی و البته قیمت یکمی تند است.,2
ارزش خرید داره واقعا کارایی خوبی داره,2
خیلی عالیه جنس خوبی داره اندازش هم مناسبه برای استفاده شخصی خیلی خوب جواب میده فقط کاش مدل پایه‌دار با چرخش هم داشت,2
پنکه با کیفیتی است و برای رو میزی خیلی عالیه و توصیه دمیکنم,2
در مورد کارآیی آن زیاد مطمئن نیستم,1
راضیم، کار راه اندازه برای یکنفر تو یک مسیر.,0
خیلی عالیه نسبت به قیمتش خیلی عالیه منکه راضی‌ام,2
یکمی حس اسباب‌بازی بودن داره,1
برند خوبیه اما ارسال با تاخیر و بسته بندیه معیوب توسط دیجی کالا,0
نمی‌دانم چرا دوستان تعریف کردن. مواد بسیار بی‌کیفیت هست. دور تند صدا می‌دهد. مجبور شدم مرجوع کنم. دیجی کالا قبول نکرد و پس فرستاد. خودم باز کردم و تعمیر کردم. از پشت پیچ‌ها را باز کنید. آهسته که روی پنکه را باز کنید ولوم هم بیرون میاد و با یه فاز متر کوچک دو تا پیچ روی بدنه فلزی استاتور هست. سپس پیچ‌های روی روتور را باز کنید تا جدا بشه و روتور در بیاد. روی روتور براده آهن هست آنها را تمیز کنید تا صدا ندهد. کمی هم روغن بزنید ته میله روتور را. قبل از همه این موارد می‌توانید آهسته پ …,0
بیش از یکساله که دارم استفاده می‌کنم. عالیه سه تا خریدم بسیار عالی پرتاب باد بسیار خوب بیصدا کم‌مصرف همه‌جا میشه ازش استفاده کرد محل کار اتاق‌خواب مسافرت و …. حتما بخرید الان ارزونتر هم شده من ۵۴۰ خریدم الان تقریبا ۱ ساله که خریدم نظرم عوض نشده واز خریدم بسیار راضی هستم دم دمنده گرم دم دیجی گرم تو خریدش شک نکنید,2
بسیار زیبا و مناسب هست,2
خوبه درکل بدک نیست فقط یه کم صداش زیاده,2
به نسب قیمت خوبه,2
برای کنار میز خوب هست,2
خوبه راضیم از خریدم,2
خیلی گوگولی و خوبه سه سال پیش از دیجی خریدم سه ساله داره خنکم میکنه واقعا بادش خنکه حتی با درجه ۳ اش یکم صداش زیاده فقط که طبیعیه دیگه فدا سرش,2
واقعا پرتاب باد و قدرت خوبی داره و با همون درجه ۱ می‌تونه خنک کنه فقط کمی قیمت بالاست و درجه ش برعکسه,2
خوب بود توصیه می‌شود,2
خیلی پنکه خوبیه، فقط با برق‌کار میکنه و شارژی نیست من واسه آبدارخانه شرکت ۳ تا خریدم خیلی خنک میکنه,2
کلا پنکه بدردبخوری هست فقط اینکه من از این پنکه دوتا دارم یکیش روی دور تند بعد از ده دقیقه داغ میکنه و خاموش میشه و تا کامل خنک نشه دوباره کار نمیکنه ولی یکی دبگه که برای خونه خریدم عالیه و حرف نداره فقط بدون بسته بندی کارتون بدستم رسید,2
عالی بود خیلی از خریدش راضیم,2
خیلی مال نیست,0
سرعت باد مناسب دکمه سرعت برعکسه,2
در حالت ۳ صدای بسیار کمی داره و طبق توضیح تولید کننده رومیزی هستش پس انتظار پرتاب بیشتر از این نمیتونه باشه,2
من پنج تا ازینا برای شرکت گرفتم از محاسنش صدای کم شه,2
بی‌صدا کار میکنه و مصرفش هم کمه ولی کلید گردان از سرعت زیاد به کم طراحی‌شده که معمولا بر عکس این هست و جنس پلاستیک بدنه هم خیلی با کیفیت نیست و فسمتهایی از اون هم زرد شده بود ضمن اینکه برای گارانتی به سر شماره اعلام‌شده پیامک سریال دستگاه رو فرستادم پاسخی نیامد,1
بسیار شیک و کار راه‌انداز,2
عالی بود واقعا قدرت باد عالی داره ۳ حالت داره برای تنظیم باد و همینطور با برق ۲۲۰ ac کار میکنه,2
"نرم، کم صدا، زیبا، پرتاب باد حداکثر تا یک متر فاصله، خیلی رضایتبخش , یکسال میشه که خریدمش و تابستان تقریبا ۲۴ ساعته روشنه و گاهی بهش استراحت میدم فوق‌العاده ست. حتما یکی دیگر هم تهیه می‌کنم",2
به نسبت مدل‌های مشابه باددهی مناسبی نداشت,1
خیلی راضی هستم,2
عالی از همه نظر,2
من از سه سایز این پنکه سایز کوچیک و سایز متوسطشو خریدم اول سایز متوسطش رو برای اتاقم گرفتم ولی دیدم بادش حتی رو حالت کمش بعضی وقتا بزا اتاق من و سایقه من یکم بیشتر از چیزی که میخوامه! انقد پنکه قویه! یعنی اگه شما برای یه محیط کوچیک بگیرید تو گرمترین روز سال بذاریدش رو ذزجه زیادش قشنگ به سرعت خنک میشید ولی خب ازونجا که من برا اتاق‌خواب می‌خواستم و اتاقمم کوچیکه حس کردم یکم بادش موقع خواب ممکنه زیادی بخوره تو سرم واسه همین سایز کوچیکترشم سفارش دادم که سایز کوچیکش رو درجه یک …,2
من از سه سایز این پنکه سایز کوچیک و سایز متوسطشو خریدم اول سایز متوسطش رو برای اتاقم گرفتم ولی دیدم بادش حتی رو حالت کمش بعضی وقتا بزا اتاق من و سایقه من یکم بیشتر از چیزی که میخوامه! انقد پنکه قویه! یعنی اگه شما برای یه محیط کوچیک بگیرید تو گرمترین روز سال بذاریدش رو ذزجه زیادش قشنگ به سرعت خنک میشید ولی خب ازونجا که من برا اتاق‌خواب می‌خواستم و اتاقمم کوچیکه حس کردم یکم بادش موقع خواب ممکنه زیادی بخوره تو سرم واسه همین سایز کوچیکترشم سفارش دادم که سایز کوچیکش رو درجه یک …,2
پنکه خوبیه، یک هفتس ازش استفاده می‌کنم در طول روز حدودا ۵ ساعت روشن می‌کنم، سرظهر که هوا خیلی گرمه روی درجه ۳ که کمترین حالت روشن می‌کنم و جلوم می‌زارم با این حال اصلا گرمم نمیشه، ولی فقط برای یک نفر مناسب که جلو خودتون بزارید و خنک بشید انتظار خنک کردن محیط رو نباید داشته باشید.,2
سلام دوستان پنکه مناسبی هست مخصوصا برای مسافرت. اما دیجی کالا خدمات‌دهی ضعیفی برای محصولات خودش داره. نمونه من خرید کردم برگشت کالا زدم کارت و بسته بندی سالم به پیک دادم اما پیک بسته بندی رو داغون کرده بعد کالا رو به من بازگشت دادن و گفتن نمیشه مرجوع کرد. مراقب باشید.,1
بسیار عالی کار میکنه بنسبت اندازه و قیمت,2
من برای اتاق محل کارم گرفتم. بسیار باکیفیته و به عنوان یک محصول ایرانی بی نظیره. سنسور داغی داره و اگه زیادی روشن باشه اونم با سرعت بالا خودش خودکار خاموش میشه که خنک شه و مجددا شروع به کار کنه. در سرعت پایین و متوسطش برای ۲۴ ساعت هم روشن بوده و داغ نکرده. پرتاب بادش عالیه و برای میزکار و اتاق کار گزینه‌ی خیلی مناسبیه.,2
عالی از هر نظر,2
پرتاب باد خوبی داره دفعه اولی که روشنش کردم بعد دوساعت خاموش شد که فکر کردم خراب‌شده. ولی بعداون روز درجه کمش می‌گذارم و مشکلی ندارد,2
سرعت فن‌ها خیلی خوبه و پرتاب باد مناسبی داره فقط نمیدونم چرا اهرم تنظیم سرعتش برعکسه؟!,2
ممنون از شما,2
دور آرومش برای شب تو اتاق‌خواب خوبه دور متوسط در روز جواب میده داخل خونه رو دور تند کمی صدا میده که نمیدونم برای چیه ولی وقتی تو دستم می‌گیرم صداش قطع میشه,2
همه چیش خوبه و راحت یه اتاق ۱۲ متری رو پوشش میده! فقط ایرادش اینه که از دور تند به کند شروع میشه,2
خوب و کاربردی هستش تا دو سه متر روبروش جواب میده,2
برای فضای کوچک مناسب هست و در مجموع خوب بود,2
محصول خوبیه اما درجه زیاد و کمش جابه‌جا سیم‌پیچی شده,2
برا یک نفر عالی ولی کاش رنگای دیگه غیر سفید داشت,2
به جثه کوچیکش نگاه نکنید، اندازه یک فن بالای گاز قدرت داره,2
ارزش خرید داره,2
نظراتم را در قسمت نکات مثبت و منفی گفتم و خرید این محصول را پیشنهاد می‌کنم.,2
سبک. کم‌مصرف,2
برخلاف نظر بقیه که گفتن یک ساعت بعد خودش خاموش میشه برا من اصلا خاموش نشده تا حالا یه شب تا صبح روشن بود درجه ۳ سرعت کمه و کاملا بی‌صدا درجه ۲ سرعت متوسط یه کم صدا میده درجه ۱ صداش به نسبت بیشتره ولی نه خیلی که اذیت کننده باشه در کل عالی بود ممنون از دیجی کالا که توی جعبه فرستاده بودن علاوه بر جعبه‌ی خودش که اونم تمیز و سالم بود همچنین تشکر از سازنده و فروشنده,2
کیفیتش خوبه و خوب خنک میکنه,2
نسبت به قیمت بیسار عالی بود,2
من برای خودم گرفتم آنقدر راضی بودم و تابستان کمکم کرد که یکی هم کادو گرفتم,2
فعلا که همه چی اوکیه ولی لوازم برقی و دیجیتالی نیاز به زمان دارند در صورت لزوم آپدیت می‌کنم,1
پنکه رومیزی خوبیه صداشم زیادنیست بادی که میزنه هم به نسبت اندازش خیلی خوب وجالبه,2
هم قشنگه و هم کاربردی,2
با قیمت حدود ۵۰۰ هزار تومان، بشدت ارزش خرید دارد - برای استفاده به عنوان پنکه بر روی میز تحریر و یا میز رایانه، بسیار عالی است - کمترین درجه‌اش (درجه ۳) تقریبا بدون هیچ‌گونه صدایی است - درجه میانی (درجه ۲) بر روی میز که قرار بگیرد، باد خووب و مطبوعی را سوی شما روانه می‌کند,2
این اندازه برای اتاق‌خواب تقریبا ۱۲ متری خوبه اونم باید نزدیکت قرار بدی خوب باد بزنه برات برای جاهای گرمسیری اصلا مناسب نیست منیکه تو تبریزم و مثل جنوب کشور گرم نیس خیلی خوب جواب نمیده چه برسه به‌جاهای گرم ….,2
برای مادرم گرفتم راضیه خداروشکر,2
با دهی نسبتا ضعیف,1
پایه شکسته شده بود و به سختی می‌ایستاد.,0
پرتاب باد خوب,2
محصولی که نیاز کارمندان در فصول مختلف هست. کاملا سالم به دستم رسید. سرعت با بالا,2
باد خوبی هم میزنه. رو درجه کمترینش عالیه دیگه بیشترش اصن لازمم نشده تا الان. فقط چون سفیده بعد‌ی مدت هم پره هم در جلوش خاکی میشه ک باید باز کنین تمیز کنین,2
خراب بود و مرجوع کردم و دوباره لطف کردن فرستادن و بردم بیرون دادم تعمیر کار. این است کیفیت ملی. اونوقت میگن حمایت کنید.,0
اولش صداش زیاد بود ولی می‌شد تحمل کرد اما الان بعد یه ماه صدای تراکتور میده لرزش زیادی هم داره,0
با توجه به این قیمت و رقیب‌های توی بازارش همه نظره گزینه بهتری هست برای خرید.,2
عالیه حرف نداره,2
خنک‌کننده‌ی عالی و با صدای کم,2
